"Match_ID","Season","City","Team1","Team2","Toss_Winner","Toss_Decision","Runs_Team1","Runs_Team2","Winner","Player_of_Match","Venue"
1573,2024,"Bangalore","RCB","Sunrisers Hyderabad","Mumbai Indians","Field",193,176,"RCB","MS Dhoni","Chinnaswamy Stadium"
1574,2020,"Kolkata","Chennai Super Kings","KKR","Delhi Capitals","Field",173,146,"Chennai Super Kings","Andre Russell","Chinnaswamy Stadium"
1575,2016,"Jaipur","Punjab Kings","Mumbai Indians","Mumbai Indians","Field",182,206,"Mumbai Indians","Hardik Pandya","Wankhede Stadium"
1576,2024,"Bangalore","Sunrisers Hyderabad","Delhi Capitals","Delhi Capitals","Bat",203,213,"Delhi Capitals","Andre Russell","Eden Gardens"
1577,2019,"Chennai","Punjab Kings","Rajasthan Royals","Sunrisers Hyderabad","Field",154,139,"Punjab Kings","KL Rahul","Feroz Shah Kotla"
1578,2020,"Kolkata","Chennai Super Kings","Rajasthan Royals","Rajasthan Royals","Field",211,199,"Chennai Super Kings","Virat Kohli","Eden Gardens"
1579,2016,"Kolkata","RCB","Sunrisers Hyderabad","Chennai Super Kings","Bat",146,168,"Sunrisers Hyderabad","Hardik Pandya","Chinnaswamy Stadium"
1580,2020,"Hyderabad","Punjab Kings","KKR","Mumbai Indians","Bat",198,125,"Punjab Kings","KL Rahul","Wankhede Stadium"
1581,2019,"Jaipur","RCB","Chennai Super Kings","Delhi Capitals","Field",187,203,"Chennai Super Kings","KL Rahul","Rajiv Gandhi Stadium"
1582,2020,"Chennai","RCB","Punjab Kings","Rajasthan Royals","Field",173,188,"Punjab Kings","Hardik Pandya","Feroz Shah Kotla"
1583,2019,"Mumbai","KKR","Chennai Super Kings","Sunrisers Hyderabad","Field",185,184,"KKR","AB de Villiers","Eden Gardens"
1584,2019,"Hyderabad","Rajasthan Royals","Chennai Super Kings","Rajasthan Royals","Field",141,129,"Rajasthan Royals","Andre Russell","Feroz Shah Kotla"
1585,2016,"Mumbai","Mumbai Indians","Chennai Super Kings","KKR","Field",172,125,"Mumbai Indians","Rohit Sharma","Rajiv Gandhi Stadium"
1586,2015,"Kolkata","Delhi Capitals","Mumbai Indians","Rajasthan Royals","Bat",216,156,"Delhi Capitals","Andre Russell","Chinnaswamy Stadium"
1587,2022,"Mumbai","Punjab Kings","Sunrisers Hyderabad","Punjab Kings","Bat",156,213,"Sunrisers Hyderabad","AB de Villiers","Chinnaswamy Stadium"
1588,2018,"Bangalore","Chennai Super Kings","Mumbai Indians","Chennai Super Kings","Field",120,211,"Mumbai Indians","MS Dhoni","Rajiv Gandhi Stadium"
1589,2019,"Hyderabad","Mumbai Indians","RCB","RCB","Field",185,194,"RCB","Andre Russell","Rajiv Gandhi Stadium"
1590,2021,"Jaipur","Mumbai Indians","KKR","Punjab Kings","Bat",175,158,"Mumbai Indians","David Warner","Eden Gardens"
1591,2015,"Mohali","Rajasthan Royals","RCB","Sunrisers Hyderabad","Bat",162,163,"RCB","AB de Villiers","Rajiv Gandhi Stadium"
1592,2019,"Mumbai","Rajasthan Royals","Chennai Super Kings","Chennai Super Kings","Bat",151,204,"Chennai Super Kings","MS Dhoni","Feroz Shah Kotla"
1593,2015,"Bangalore","Mumbai Indians","Punjab Kings","Sunrisers Hyderabad","Field",155,137,"Mumbai Indians","MS Dhoni","Feroz Shah Kotla"
1594,2022,"Mohali","Punjab Kings","KKR","Sunrisers Hyderabad","Field",124,147,"KKR","MS Dhoni","Eden Gardens"
1595,2021,"Bangalore","Delhi Capitals","RCB","RCB","Bat",199,121,"Delhi Capitals","David Warner","Eden Gardens"
1596,2015,"Kolkata","Mumbai Indians","Mumbai Indians","Mumbai Indians","Field",182,153,"Mumbai Indians","Rohit Sharma","Rajiv Gandhi Stadium"
1597,2015,"Hyderabad","Punjab Kings","RCB","RCB","Bat",133,208,"RCB","AB de Villiers","Chinnaswamy Stadium"
1598,2021,"Kolkata","Sunrisers Hyderabad","Punjab Kings","Chennai Super Kings","Field",186,184,"Sunrisers Hyderabad","David Warner","Rajiv Gandhi Stadium"
1599,2015,"Mumbai","Chennai Super Kings","Sunrisers Hyderabad","Rajasthan Royals","Bat",138,141,"Sunrisers Hyderabad","KL Rahul","Eden Gardens"
1600,2022,"Mumbai","KKR","Delhi Capitals","Sunrisers Hyderabad","Bat",197,155,"KKR","Hardik Pandya","Wankhede Stadium"
1601,2017,"Kolkata","Chennai Super Kings","Mumbai Indians","Delhi Capitals","Bat",171,129,"Chennai Super Kings","KL Rahul","Wankhede Stadium"
1602,2021,"Jaipur","Delhi Capitals","RCB","KKR","Bat",121,212,"RCB","David Warner","Chepauk Stadium"
1603,2017,"Bangalore","Chennai Super Kings","RCB","Rajasthan Royals","Field",172,196,"RCB","Hardik Pandya","Wankhede Stadium"
1604,2024,"Mohali","Chennai Super Kings","Sunrisers Hyderabad","RCB","Bat",160,124,"Chennai Super Kings","KL Rahul","Wankhede Stadium"
1605,2021,"Mohali","Delhi Capitals","Rajasthan Royals","KKR","Bat",183,206,"Rajasthan Royals","AB de Villiers","Rajiv Gandhi Stadium"
1606,2024,"Mohali","KKR","Rajasthan Royals","RCB","Bat",168,171,"Rajasthan Royals","MS Dhoni","Wankhede Stadium"
1607,2023,"Mohali","RCB","Delhi Capitals","Mumbai Indians","Bat",197,164,"RCB","David Warner","Chepauk Stadium"
1608,2018,"Bangalore","Punjab Kings","Rajasthan Royals","Rajasthan Royals","Field",149,150,"Rajasthan Royals","David Warner","Chinnaswamy Stadium"
1609,2017,"Hyderabad","Delhi Capitals","Rajasthan Royals","Punjab Kings","Field",139,181,"Rajasthan Royals","David Warner","Chinnaswamy Stadium"
1610,2018,"Mohali","Punjab Kings","Delhi Capitals","Chennai Super Kings","Bat",188,145,"Punjab Kings","Andre Russell","Feroz Shah Kotla"
1611,2016,"Mohali","RCB","Delhi Capitals","Rajasthan Royals","Field",186,204,"Delhi Capitals","Rohit Sharma","Chepauk Stadium"
1612,2016,"Mumbai","KKR","Delhi Capitals","Punjab Kings","Field",187,132,"KKR","Rohit Sharma","Feroz Shah Kotla"
1613,2020,"Bangalore","Mumbai Indians","KKR","RCB","Bat",137,145,"KKR","Rohit Sharma","Feroz Shah Kotla"
1614,2015,"Hyderabad","Punjab Kings","KKR","Mumbai Indians","Bat",189,173,"Punjab Kings","AB de Villiers","Chepauk Stadium"
1615,2021,"Mohali","KKR","Delhi Capitals","KKR","Bat",184,125,"KKR","KL Rahul","Chinnaswamy Stadium"
1616,2024,"Chennai","Rajasthan Royals","KKR","Mumbai Indians","Bat",203,132,"Rajasthan Royals","KL Rahul","Rajiv Gandhi Stadium"
1617,2018,"Hyderabad","Punjab Kings","Sunrisers Hyderabad","Delhi Capitals","Bat",169,152,"Punjab Kings","Hardik Pandya","Chinnaswamy Stadium"
1618,2019,"Hyderabad","Chennai Super Kings","Mumbai Indians","Sunrisers Hyderabad","Bat",124,167,"Mumbai Indians","Rohit Sharma","Chinnaswamy Stadium"
1619,2019,"Mohali","Rajasthan Royals","Mumbai Indians","Sunrisers Hyderabad","Bat",198,126,"Rajasthan Royals","Hardik Pandya","Eden Gardens"
1620,2022,"Kolkata","Mumbai Indians","Chennai Super Kings","Rajasthan Royals","Bat",192,216,"Chennai Super Kings","AB de Villiers","Feroz Shah Kotla"
1621,2018,"Mohali","Punjab Kings","KKR","RCB","Bat",215,120,"Punjab Kings","Rohit Sharma","Chepauk Stadium"
1622,2018,"Jaipur","Delhi Capitals","Sunrisers Hyderabad","Sunrisers Hyderabad","Field",155,201,"Sunrisers Hyderabad","Andre Russell","Eden Gardens"
1623,2020,"Kolkata","RCB","Sunrisers Hyderabad","Sunrisers Hyderabad","Field",203,151,"RCB","Virat Kohli","Chinnaswamy Stadium"
1624,2017,"Jaipur","KKR","Rajasthan Royals","Delhi Capitals","Field",215,143,"KKR","Hardik Pandya","Rajiv Gandhi Stadium"
1625,2017,"Hyderabad","KKR","Punjab Kings","Sunrisers Hyderabad","Bat",159,132,"KKR","David Warner","Eden Gardens"
1626,2021,"Chennai","Mumbai Indians","Chennai Super Kings","Mumbai Indians","Bat",165,188,"Chennai Super Kings","Andre Russell","Chinnaswamy Stadium"
1627,2024,"Mumbai","KKR","Sunrisers Hyderabad","KKR","Field",160,150,"KKR","AB de Villiers","Eden Gardens"
1628,2022,"Mumbai","Sunrisers Hyderabad","Sunrisers Hyderabad","Mumbai Indians","Field",146,158,"Sunrisers Hyderabad","MS Dhoni","Chinnaswamy Stadium"
1629,2018,"Kolkata","KKR","Punjab Kings","Punjab Kings","Field",144,189,"Punjab Kings","KL Rahul","Eden Gardens"
1630,2020,"Chennai","RCB","Delhi Capitals","Sunrisers Hyderabad","Field",198,186,"RCB","Andre Russell","Chepauk Stadium"
1631,2023,"Kolkata","Mumbai Indians","Delhi Capitals","RCB","Field",204,153,"Mumbai Indians","Hardik Pandya","Wankhede Stadium"
1632,2024,"Jaipur","Delhi Capitals","Sunrisers Hyderabad","Sunrisers Hyderabad","Field",218,211,"Delhi Capitals","AB de Villiers","Rajiv Gandhi Stadium"
1633,2022,"Mumbai","KKR","RCB","Delhi Capitals","Bat",150,170,"RCB","MS Dhoni","Chepauk Stadium"
1634,2016,"Mohali","Punjab Kings","Chennai Super Kings","Sunrisers Hyderabad","Bat",133,136,"Chennai Super Kings","KL Rahul","Chinnaswamy Stadium"
1635,2024,"Chennai","RCB","Sunrisers Hyderabad","Delhi Capitals","Field",182,176,"RCB","David Warner","Rajiv Gandhi Stadium"
1636,2017,"Kolkata","KKR","Rajasthan Royals","Delhi Capitals","Bat",122,213,"Rajasthan Royals","Hardik Pandya","Chepauk Stadium"
1637,2016,"Delhi","KKR","Rajasthan Royals","Punjab Kings","Bat",218,195,"KKR","Rohit Sharma","Rajiv Gandhi Stadium"
1638,2015,"Kolkata","KKR","Chennai Super Kings","Sunrisers Hyderabad","Bat",209,205,"KKR","MS Dhoni","Wankhede Stadium"
1639,2024,"Hyderabad","RCB","Delhi Capitals","Mumbai Indians","Field",189,128,"RCB","MS Dhoni","Chinnaswamy Stadium"
1640,2023,"Hyderabad","RCB","Mumbai Indians","Delhi Capitals","Field",214,183,"RCB","KL Rahul","Eden Gardens"
1641,2021,"Mumbai","RCB","Chennai Super Kings","Rajasthan Royals","Bat",124,172,"Chennai Super Kings","Hardik Pandya","Eden Gardens"
1642,2023,"Delhi","Rajasthan Royals","Chennai Super Kings","Punjab Kings","Field",133,202,"Chennai Super Kings","MS Dhoni","Feroz Shah Kotla"
1643,2022,"Chennai","KKR","RCB","KKR","Bat",144,163,"RCB","David Warner","Eden Gardens"
1644,2016,"Hyderabad","Punjab Kings","Mumbai Indians","Sunrisers Hyderabad","Field",154,140,"Punjab Kings","Andre Russell","Wankhede Stadium"
1645,2017,"Delhi","RCB","Punjab Kings","KKR","Field",214,218,"Punjab Kings","MS Dhoni","Feroz Shah Kotla"
1646,2022,"Jaipur","RCB","Delhi Capitals","Punjab Kings","Bat",138,199,"Delhi Capitals","Rohit Sharma","Chinnaswamy Stadium"
1647,2017,"Jaipur","Chennai Super Kings","Sunrisers Hyderabad","Sunrisers Hyderabad","Field",214,137,"Chennai Super Kings","Andre Russell","Chepauk Stadium"
1648,2024,"Kolkata","Rajasthan Royals","Sunrisers Hyderabad","Rajasthan Royals","Field",202,176,"Rajasthan Royals","AB de Villiers","Eden Gardens"
1649,2017,"Kolkata","KKR","Chennai Super Kings","Mumbai Indians","Field",144,207,"Chennai Super Kings","Hardik Pandya","Eden Gardens"
1650,2023,"Bangalore","Punjab Kings","Rajasthan Royals","Mumbai Indians","Bat",142,129,"Punjab Kings","Andre Russell","Wankhede Stadium"
1651,2015,"Chennai","Rajasthan Royals","Sunrisers Hyderabad","Delhi Capitals","Bat",149,210,"Sunrisers Hyderabad","MS Dhoni","Chepauk Stadium"
1652,2015,"Mumbai","KKR","Delhi Capitals","RCB","Field",144,139,"KKR","AB de Villiers","Chepauk Stadium"
1653,2017,"Jaipur","Rajasthan Royals","Mumbai Indians","Rajasthan Royals","Field",189,144,"Rajasthan Royals","Rohit Sharma","Chepauk Stadium"
1654,2020,"Chennai","Chennai Super Kings","Sunrisers Hyderabad","Sunrisers Hyderabad","Bat",199,139,"Chennai Super Kings","Rohit Sharma","Chinnaswamy Stadium"
1655,2016,"Hyderabad","Sunrisers Hyderabad","Chennai Super Kings","Chennai Super Kings","Bat",142,158,"Chennai Super Kings","Rohit Sharma","Chinnaswamy Stadium"
1656,2018,"Bangalore","Punjab Kings","Sunrisers Hyderabad","RCB","Bat",126,134,"Sunrisers Hyderabad","AB de Villiers","Rajiv Gandhi Stadium"
1657,2020,"Delhi","Rajasthan Royals","Punjab Kings","Sunrisers Hyderabad","Bat",128,141,"Punjab Kings","David Warner","Rajiv Gandhi Stadium"
1658,2017,"Mohali","KKR","Sunrisers Hyderabad","Sunrisers Hyderabad","Bat",197,128,"KKR","MS Dhoni","Feroz Shah Kotla"
1659,2016,"Jaipur","Delhi Capitals","Sunrisers Hyderabad","RCB","Bat",152,203,"Sunrisers Hyderabad","David Warner","Rajiv Gandhi Stadium"
1660,2015,"Chennai","KKR","Punjab Kings","Delhi Capitals","Field",171,183,"Punjab Kings","AB de Villiers","Chepauk Stadium"
1661,2019,"Kolkata","Mumbai Indians","Sunrisers Hyderabad","RCB","Bat",203,129,"Mumbai Indians","MS Dhoni","Wankhede Stadium"
1662,2021,"Mumbai","Delhi Capitals","Sunrisers Hyderabad","RCB","Bat",122,152,"Sunrisers Hyderabad","MS Dhoni","Eden Gardens"
1663,2023,"Bangalore","Sunrisers Hyderabad","RCB","Rajasthan Royals","Bat",159,194,"RCB","David Warner","Wankhede Stadium"
1664,2015,"Delhi","Rajasthan Royals","Delhi Capitals","Mumbai Indians","Field",169,190,"Delhi Capitals","KL Rahul","Wankhede Stadium"
1665,2018,"Hyderabad","RCB","KKR","Chennai Super Kings","Field",185,157,"RCB","Hardik Pandya","Feroz Shah Kotla"
1666,2015,"Kolkata","RCB","Chennai Super Kings","Delhi Capitals","Field",155,192,"Chennai Super Kings","Hardik Pandya","Chepauk Stadium"
1667,2019,"Kolkata","Sunrisers Hyderabad","Mumbai Indians","Chennai Super Kings","Bat",204,130,"Sunrisers Hyderabad","Andre Russell","Eden Gardens"
1668,2017,"Chennai","Mumbai Indians","Punjab Kings","Rajasthan Royals","Bat",205,184,"Mumbai Indians","Andre Russell","Chepauk Stadium"
1669,2015,"Chennai","Mumbai Indians","Sunrisers Hyderabad","KKR","Field",173,171,"Mumbai Indians","David Warner","Chepauk Stadium"
1670,2020,"Bangalore","RCB","Punjab Kings","KKR","Field",200,220,"Punjab Kings","Virat Kohli","Chinnaswamy Stadium"
1671,2022,"Hyderabad","KKR","Rajasthan Royals","Sunrisers Hyderabad","Bat",143,183,"Rajasthan Royals","Andre Russell","Chepauk Stadium"
1672,2015,"Mumbai","Rajasthan Royals","Punjab Kings","Rajasthan Royals","Field",178,152,"Rajasthan Royals","David Warner","Eden Gardens"
1673,2017,"Hyderabad","KKR","RCB","Punjab Kings","Field",166,145,"KKR","David Warner","Chepauk Stadium"
1674,2024,"Hyderabad","RCB","Sunrisers Hyderabad","Punjab Kings","Field",212,203,"RCB","MS Dhoni","Rajiv Gandhi Stadium"
1675,2017,"Chennai","Delhi Capitals","Rajasthan Royals","KKR","Bat",202,207,"Rajasthan Royals","AB de Villiers","Rajiv Gandhi Stadium"
1676,2020,"Jaipur","Mumbai Indians","KKR","Sunrisers Hyderabad","Bat",212,154,"Mumbai Indians","KL Rahul","Chepauk Stadium"
1677,2017,"Mohali","Delhi Capitals","Chennai Super Kings","Punjab Kings","Field",164,157,"Delhi Capitals","Virat Kohli","Chepauk Stadium"
1678,2021,"Kolkata","Mumbai Indians","RCB","Mumbai Indians","Field",144,184,"RCB","Rohit Sharma","Wankhede Stadium"
1679,2016,"Jaipur","Mumbai Indians","Sunrisers Hyderabad","Rajasthan Royals","Field",153,125,"Mumbai Indians","Andre Russell","Eden Gardens"
1680,2017,"Chennai","Rajasthan Royals","Delhi Capitals","Delhi Capitals","Bat",216,137,"Rajasthan Royals","Rohit Sharma","Feroz Shah Kotla"
1681,2017,"Jaipur","KKR","Mumbai Indians","Chennai Super Kings","Bat",124,151,"Mumbai Indians","Virat Kohli","Eden Gardens"
1682,2022,"Hyderabad","Punjab Kings","KKR","Punjab Kings","Bat",200,133,"Punjab Kings","AB de Villiers","Feroz Shah Kotla"
1683,2020,"Mohali","RCB","Chennai Super Kings","RCB","Field",209,132,"RCB","Hardik Pandya","Wankhede Stadium"
1684,2016,"Chennai","KKR","Punjab Kings","Mumbai Indians","Field",125,160,"Punjab Kings","Rohit Sharma","Wankhede Stadium"
1685,2019,"Jaipur","Rajasthan Royals","Sunrisers Hyderabad","RCB","Bat",182,172,"Rajasthan Royals","AB de Villiers","Rajiv Gandhi Stadium"
1686,2015,"Bangalore","RCB","Rajasthan Royals","Rajasthan Royals","Bat",166,174,"Rajasthan Royals","Hardik Pandya","Chepauk Stadium"
1687,2019,"Kolkata","Rajasthan Royals","KKR","Delhi Capitals","Field",197,205,"KKR","Rohit Sharma","Wankhede Stadium"
1688,2016,"Hyderabad","Mumbai Indians","Rajasthan Royals","KKR","Bat",157,143,"Mumbai Indians","Virat Kohli","Chepauk Stadium"
1689,2021,"Mohali","Chennai Super Kings","Mumbai Indians","Punjab Kings","Bat",193,212,"Mumbai Indians","Hardik Pandya","Chepauk Stadium"
1690,2015,"Mumbai","Punjab Kings","Sunrisers Hyderabad","Chennai Super Kings","Field",204,216,"Sunrisers Hyderabad","Virat Kohli","Chinnaswamy Stadium"
1691,2015,"Bangalore","Sunrisers Hyderabad","Chennai Super Kings","Mumbai Indians","Field",158,191,"Chennai Super Kings","Andre Russell","Rajiv Gandhi Stadium"
1692,2024,"Mohali","RCB","Mumbai Indians","KKR","Field",194,173,"RCB","KL Rahul","Chinnaswamy Stadium"
1693,2016,"Chennai","RCB","Chennai Super Kings","KKR","Field",183,170,"RCB","Rohit Sharma","Eden Gardens"
1694,2024,"Mumbai","Punjab Kings","Punjab Kings","Chennai Super Kings","Field",129,128,"Punjab Kings","AB de Villiers","Eden Gardens"
1695,2022,"Hyderabad","Mumbai Indians","Delhi Capitals","Chennai Super Kings","Bat",163,209,"Delhi Capitals","Rohit Sharma","Rajiv Gandhi Stadium"
1696,2019,"Delhi","Mumbai Indians","Punjab Kings","Sunrisers Hyderabad","Bat",190,163,"Mumbai Indians","Hardik Pandya","Rajiv Gandhi Stadium"
1697,2018,"Mohali","Mumbai Indians","Punjab Kings","Punjab Kings","Field",186,196,"Punjab Kings","Hardik Pandya","Chinnaswamy Stadium"
1698,2022,"Delhi","Rajasthan Royals","Sunrisers Hyderabad","Punjab Kings","Bat",198,216,"Sunrisers Hyderabad","Rohit Sharma","Eden Gardens"
1699,2022,"Bangalore","Sunrisers Hyderabad","RCB","Rajasthan Royals","Field",162,176,"RCB","MS Dhoni","Chinnaswamy Stadium"
1700,2019,"Hyderabad","Mumbai Indians","Delhi Capitals","Sunrisers Hyderabad","Bat",170,178,"Delhi Capitals","KL Rahul","Chinnaswamy Stadium"
1701,2017,"Mumbai","Chennai Super Kings","Mumbai Indians","Sunrisers Hyderabad","Field",141,138,"Chennai Super Kings","Andre Russell","Eden Gardens"
1702,2024,"Delhi","Sunrisers Hyderabad","Mumbai Indians","Rajasthan Royals","Field",176,169,"Sunrisers Hyderabad","MS Dhoni","Chepauk Stadium"
1703,2021,"Kolkata","Chennai Super Kings","Sunrisers Hyderabad","Chennai Super Kings","Bat",217,191,"Chennai Super Kings","MS Dhoni","Chepauk Stadium"
1704,2021,"Hyderabad","Sunrisers Hyderabad","Chennai Super Kings","KKR","Bat",150,201,"Chennai Super Kings","AB de Villiers","Wankhede Stadium"
1705,2021,"Jaipur","Punjab Kings","Rajasthan Royals","KKR","Bat",214,159,"Punjab Kings","AB de Villiers","Wankhede Stadium"
1706,2015,"Jaipur","Mumbai Indians","Sunrisers Hyderabad","KKR","Field",130,141,"Sunrisers Hyderabad","Andre Russell","Wankhede Stadium"
1707,2015,"Chennai","Chennai Super Kings","Punjab Kings","RCB","Bat",194,191,"Chennai Super Kings","David Warner","Chepauk Stadium"
1708,2022,"Bangalore","Rajasthan Royals","Punjab Kings","RCB","Field",146,146,"Punjab Kings","Andre Russell","Feroz Shah Kotla"
1709,2018,"Delhi","Rajasthan Royals","Punjab Kings","Sunrisers Hyderabad","Field",219,161,"Rajasthan Royals","David Warner","Eden Gardens"
1710,2017,"Delhi","KKR","Delhi Capitals","Sunrisers Hyderabad","Field",122,148,"Delhi Capitals","Virat Kohli","Chepauk Stadium"
1711,2024,"Bangalore","Mumbai Indians","KKR","RCB","Field",161,124,"Mumbai Indians","AB de Villiers","Rajiv Gandhi Stadium"
1712,2017,"Mumbai","Sunrisers Hyderabad","Chennai Super Kings","Rajasthan Royals","Field",133,209,"Chennai Super Kings","David Warner","Wankhede Stadium"
1713,2015,"Mohali","RCB","Sunrisers Hyderabad","Punjab Kings","Bat",168,139,"RCB","MS Dhoni","Eden Gardens"
1714,2022,"Mumbai","Rajasthan Royals","KKR","KKR","Bat",217,189,"Rajasthan Royals","David Warner","Rajiv Gandhi Stadium"
1715,2017,"Mohali","RCB","KKR","Sunrisers Hyderabad","Field",132,214,"KKR","Andre Russell","Chinnaswamy Stadium"
1716,2023,"Jaipur","Delhi Capitals","KKR","Rajasthan Royals","Bat",134,195,"KKR","Virat Kohli","Chepauk Stadium"
1717,2017,"Chennai","Punjab Kings","Mumbai Indians","Chennai Super Kings","Field",214,156,"Punjab Kings","Hardik Pandya","Rajiv Gandhi Stadium"
1718,2019,"Jaipur","Punjab Kings","RCB","KKR","Bat",186,171,"Punjab Kings","Rohit Sharma","Rajiv Gandhi Stadium"
1719,2023,"Delhi","Chennai Super Kings","Sunrisers Hyderabad","Punjab Kings","Bat",149,185,"Sunrisers Hyderabad","Andre Russell","Wankhede Stadium"
1720,2017,"Bangalore","KKR","Rajasthan Royals","Sunrisers Hyderabad","Bat",138,210,"Rajasthan Royals","David Warner","Eden Gardens"
1721,2018,"Delhi","KKR","Sunrisers Hyderabad","Delhi Capitals","Field",162,198,"Sunrisers Hyderabad","Virat Kohli","Chepauk Stadium"
1722,2018,"Bangalore","Chennai Super Kings","Chennai Super Kings","Mumbai Indians","Bat",190,126,"Chennai Super Kings","KL Rahul","Wankhede Stadium"
1723,2017,"Kolkata","Mumbai Indians","KKR","Sunrisers Hyderabad","Field",146,197,"KKR","Hardik Pandya","Wankhede Stadium"
1724,2019,"Mohali","Chennai Super Kings","Mumbai Indians","Delhi Capitals","Bat",153,134,"Chennai Super Kings","Andre Russell","Chinnaswamy Stadium"
1725,2018,"Mumbai","Delhi Capitals","RCB","Rajasthan Royals","Field",150,134,"Delhi Capitals","David Warner","Feroz Shah Kotla"
1726,2019,"Delhi","Chennai Super Kings","RCB","Mumbai Indians","Field",135,186,"RCB","David Warner","Eden Gardens"
1727,2015,"Mumbai","Sunrisers Hyderabad","Sunrisers Hyderabad","Rajasthan Royals","Bat",155,166,"Sunrisers Hyderabad","AB de Villiers","Chinnaswamy Stadium"
1728,2018,"Bangalore","Delhi Capitals","Punjab Kings","Mumbai Indians","Bat",216,185,"Delhi Capitals","KL Rahul","Chepauk Stadium"
1729,2015,"Kolkata","Punjab Kings","Rajasthan Royals","KKR","Field",131,121,"Punjab Kings","KL Rahul","Chinnaswamy Stadium"
1730,2016,"Chennai","Mumbai Indians","Delhi Capitals","Rajasthan Royals","Field",201,158,"Mumbai Indians","Rohit Sharma","Wankhede Stadium"
1731,2020,"Mumbai","RCB","Chennai Super Kings","Sunrisers Hyderabad","Field",126,212,"Chennai Super Kings","AB de Villiers","Wankhede Stadium"
1732,2018,"Jaipur","Punjab Kings","Chennai Super Kings","Chennai Super Kings","Field",143,154,"Chennai Super Kings","Hardik Pandya","Eden Gardens"
1733,2019,"Mohali","KKR","Delhi Capitals","Sunrisers Hyderabad","Field",184,166,"KKR","KL Rahul","Chinnaswamy Stadium"
1734,2016,"Chennai","Mumbai Indians","Rajasthan Royals","Delhi Capitals","Field",141,174,"Rajasthan Royals","David Warner","Feroz Shah Kotla"
1735,2023,"Mohali","Mumbai Indians","Rajasthan Royals","Mumbai Indians","Field",183,214,"Rajasthan Royals","Virat Kohli","Rajiv Gandhi Stadium"
1736,2024,"Jaipur","KKR","Delhi Capitals","Sunrisers Hyderabad","Bat",189,143,"KKR","Virat Kohli","Chepauk Stadium"
1737,2019,"Mumbai","Delhi Capitals","Sunrisers Hyderabad","Rajasthan Royals","Field",164,210,"Sunrisers Hyderabad","Andre Russell","Chinnaswamy Stadium"
1738,2023,"Mohali","Chennai Super Kings","Delhi Capitals","Punjab Kings","Field",144,168,"Delhi Capitals","Andre Russell","Chepauk Stadium"
1739,2018,"Chennai","Sunrisers Hyderabad","RCB","Punjab Kings","Field",202,153,"Sunrisers Hyderabad","Virat Kohli","Eden Gardens"
1740,2015,"Delhi","Mumbai Indians","KKR","Delhi Capitals","Field",132,136,"KKR","David Warner","Eden Gardens"
1741,2024,"Chennai","Sunrisers Hyderabad","Delhi Capitals","RCB","Bat",189,148,"Sunrisers Hyderabad","MS Dhoni","Eden Gardens"
1742,2021,"Bangalore","Mumbai Indians","Rajasthan Royals","RCB","Field",163,173,"Rajasthan Royals","MS Dhoni","Eden Gardens"
1743,2015,"Mumbai","Rajasthan Royals","RCB","Delhi Capitals","Bat",131,193,"RCB","Rohit Sharma","Chinnaswamy Stadium"
1744,2024,"Mumbai","Sunrisers Hyderabad","RCB","RCB","Bat",121,150,"RCB","Rohit Sharma","Rajiv Gandhi Stadium"
1745,2016,"Jaipur","Chennai Super Kings","Rajasthan Royals","RCB","Field",220,154,"Chennai Super Kings","David Warner","Chinnaswamy Stadium"
1746,2016,"Mohali","Sunrisers Hyderabad","Delhi Capitals","RCB","Bat",195,206,"Delhi Capitals","KL Rahul","Chinnaswamy Stadium"
1747,2024,"Mumbai","Rajasthan Royals","KKR","Sunrisers Hyderabad","Bat",170,164,"Rajasthan Royals","MS Dhoni","Chepauk Stadium"
1748,2017,"Jaipur","KKR","Chennai Super Kings","Chennai Super Kings","Bat",195,175,"KKR","Hardik Pandya","Eden Gardens"
1749,2024,"Hyderabad","RCB","KKR","RCB","Field",158,172,"KKR","Hardik Pandya","Rajiv Gandhi Stadium"
1750,2020,"Hyderabad","RCB","Mumbai Indians","Sunrisers Hyderabad","Field",150,161,"Mumbai Indians","KL Rahul","Feroz Shah Kotla"
1751,2020,"Mumbai","Punjab Kings","RCB","Punjab Kings","Bat",173,133,"Punjab Kings","KL Rahul","Rajiv Gandhi Stadium"
1752,2022,"Bangalore","Mumbai Indians","Chennai Super Kings","RCB","Field",172,203,"Chennai Super Kings","Virat Kohli","Chepauk Stadium"
1753,2015,"Bangalore","Rajasthan Royals","RCB","RCB","Field",129,208,"RCB","Virat Kohli","Eden Gardens"
1754,2015,"Chennai","Chennai Super Kings","Rajasthan Royals","Delhi Capitals","Field",126,120,"Chennai Super Kings","Rohit Sharma","Chinnaswamy Stadium"
1755,2017,"Delhi","Delhi Capitals","KKR","Mumbai Indians","Field",201,120,"Delhi Capitals","MS Dhoni","Rajiv Gandhi Stadium"
1756,2016,"Kolkata","RCB","Rajasthan Royals","KKR","Field",197,144,"RCB","Andre Russell","Chepauk Stadium"
1757,2015,"Hyderabad","Chennai Super Kings","Sunrisers Hyderabad","Chennai Super Kings","Field",124,162,"Sunrisers Hyderabad","Rohit Sharma","Chepauk Stadium"
1758,2018,"Bangalore","RCB","Rajasthan Royals","KKR","Bat",128,165,"Rajasthan Royals","MS Dhoni","Feroz Shah Kotla"
